expression,model,mean_ic,ic_tstat,ic_days,signal_autocorr,coverage,error
"(CS_RANK(CS_RANK(CS_RANK(TS_DECAY_LINEAR(-1 * CS_RANK(CS_RANK(TS_DELTA($close, 10))), 10)))) + CS_RANK(-1 * TS_DELTA($close, 3))) + SIGN(TS_CORR(TS_MEAN($dollar_volume, 20), $low, 12))",alpha101,0.0036564959015780653,2.897886031763826,4498,0.7882347110987907,0.41853984821999524,
"IF_ELSE(((DELAY($close, 20) - DELAY($close, 10)) / 10) - ((DELAY($close, 10) - $close) / 10) < -0.05, 1, -1 * ($close - DELAY($close, 1)))",alpha101,0.004366491448146771,2.771885451078798,4508,0.21615730628492377,0.4201345642471042,
"MIN(TS_RANK(TS_DECAY_LINEAR(IF_ELSE((((($high + $low) / 2) + $close) < ($low + $open)), 1, 0), 15), 19), TS_RANK(TS_DECAY_LINEAR(TS_CORR(CS_RANK($low), CS_RANK(TS_MEAN($dollar_volume, 30)), 8), 7), 7))",alpha101,0.0025297200326610124,2.7143367068153834,4480,0.7893623460130237,0.3879061237895574,
"((-1 * CS_RANK($open - DELAY($high, 1))) * CS_RANK($open - DELAY($close, 1))) * CS_RANK($open - DELAY($low, 1))",alpha101,0.003733534491518709,2.503814003088854,4527,0.01991930053577338,0.4224743070302624,
"-1 * TS_CORR($open, $volume, 10)",alpha101,0.002868720850977519,2.474627369117441,4519,0.8438440871267885,0.4210660735360637,
"((-1 * CS_RANK(TS_RANK($close, 10))) * CS_RANK(TS_DELTA(TS_DELTA($close, 1), 1))) * CS_RANK(TS_RANK($volume / (TS_MEAN($volume, 20) + 1e-8), 5))",alpha101,0.003607026791301495,2.323674014671154,4505,-0.004933290019874945,0.4196435150860498,
"(-1 * CS_RANK(TS_DELTA($return, 3))) * TS_CORR($open, $volume, 10)",alpha101,0.0025756081680843234,2.2242376440403566,4519,0.6144827805542994,0.4210660735360637,
"-1 * ((CS_RANK(TS_MEAN(DELAY($close, 5), 20)) * TS_CORR($close, $volume, 2)) * CS_RANK(TS_CORR(TS_SUM($close, 5), TS_SUM($close, 20), 2)))",alpha101,0.0017475140966475722,1.8961620898678104,4504,0.01468415861515848,0.4169398409929904,
"-1 * TS_CORR(CS_RANK(($close - TS_MIN($low, 12)) / ((TS_MAX($high, 12) - TS_MIN($low, 12)) + 1e-8)), CS_RANK($volume), 6)",alpha101,0.001409999332017622,1.794218313738497,4512,0.7257219180793755,0.41938760168621503,
"SIGN(TS_DELTA($volume, 1)) * (-1 * TS_DELTA($close, 1))",alpha101,0.001679175182892847,1.5083131564156262,4527,0.038412417472623514,0.42311531653958107,
"IF_ELSE(CS_RANK($open - TS_MIN($open, 12)) < TS_RANK(POWER(CS_RANK(TS_CORR(TS_SUM(($high + $low) / 2, 19), TS_SUM(TS_MEAN($dollar_volume, 40), 19), 13)), 5), 12), 1, 0)",alpha101,0.0010747617461529548,1.033735441742213,4448,0.7287446766008269,0.4099712016766651,
"IF_ELSE(CS_RANK(TS_CORR(TS_SUM(($high + $low) / 2, 20), TS_SUM(TS_MEAN($dollar_volume, 60), 20), 9)) < CS_RANK(TS_CORR($low, $volume, 6)), 1, 0) * -1",alpha101,0.0009889001765527783,0.9725016333118335,4442,0.6621416907443828,0.40979568870451427,
"POWER(CS_RANK(TS_CORR(($high * 0.876703) + ($close * 0.123297), TS_MEAN($dollar_volume, 30), 10)), CS_RANK(TS_CORR(TS_RANK(($high + $low) / 2, 4), TS_RANK($volume, 10), 7)))",alpha101,0.00024054127271193757,0.22513979249417396,4490,0.8347279161114229,0.415545029079015,
